"from","to","cell_id","percentage"
"A","B","A10",0.613541808319838
"A","B","A11",0.63734589490652
"A","B","A12",0.781278132683272
"A","B","A13",0.775752313922134
"A","B","A14",0.742855658863564
"A","B","A15",0.694049243228778
"A","B","A16",0.89234636886808
"A","B","A18",0.771082491342311
"A","B","A19",0.722373679227502
"A","B","A20",0.62207902451395
"A","B","A21",0.743510653379244
"A","B","A3",0.694754667047962
"A","B","A4",0.695404012600501
"A","B","A5",0.801949033578172
"A","B","A6",0.770783411714981
"A","B","A7",0.845830909066169
"A","B","A8",0.907018368651185
"A","B","A9",0.849662824186116
"A","B","D14",0.981214940653963
"A","B","D15",0.981695367377623
"A","B","D16",0.94708133994774
"A","B","D17",0.924682764002986
"A","B","D19",0.990755436180345
"A","B","D2",0.592910768770687
"A","B","D20",0.937685886214073
"A","B","D22",0.948414087511279
"A","B","D3",0.576080162421253
"A","B","D4",0.813363724597632
"A","B","D5",0.586663928524197
"A","B","D6",0.759976945738563
"A","B","D7",0.58765083765433
"A","B","E11",0.964977218607499
"A","B","E12",0.867452472189897
"A","B","E13",0.784264866370472
"A","B","E14",0.798407300462865
"A","B","E16",0.827404156181234
"A","B","E17",0
"A","B","E18",0.727914355861453
"A","B","E19",0.564328241620111
"A","B","E2",0.959546134047942
"A","B","E22",0.796668664979898
"A","B","E23",0.745433316672784
"A","B","E24",0.785507830188714
"A","B","E7",0.915672375003087
"A","B","E8",0.957603048402145
"A","B","E9",0.842439401062075
"A","B","F1",0.866869349495179
"A","B","F16",1
"A","B","F17",0.912909968306674
"A","B","F18",0.968839500413872
"A","B","F19",0.976053546333174
"A","B","F2",0.832335718685565
"A","B","F20",0.948835750903906
"A","B","F21",0.940081471178701
"A","B","F23",0.949865993332251
"A","B","F24",0.901946366807336
"A","B","F3",0.888582103034948
"A","B","F4",0.89005660206256
"A","B","F5",0.896146207660912
"A","B","G10",0.854797685071686
"A","B","G11",0.962372144868174
"A","B","G12",0.856188353961864
"A","B","G13",0.878839553462599
"A","B","G14",0.653409162816712
"A","B","G15",0.913534307479514
"A","B","G16",0.911770086246497
"A","B","G17",0.925295735809537
"A","B","G18",0.426170997605762
"A","B","G19",0.867167339626068
"A","B","G20",0.88689479885917
"A","B","G21",0.851814621593206
"A","B","G22",0.926743577532178
"A","B","G23",0.862514809353527
"A","B","G24",0.870219640814921
"A","B","G4",0.976825279412797
"A","B","G5",0.862490442234426
"A","B","G6",0.953279916276367
"A","B","G7",0.93417276413495
"A","B","G8",0.933397087656164
"A","B","G9",0.674162090145004
"A","B","H15",0.939804745907738
"A","B","H16",0.932336521951656
"A","B","H17",0.960025265143424
"A","B","H18",0.953248480697406
"A","B","H19",0.935580270141325
"A","B","H20",0.971149492967753
"A","B","H21",0.910747849808767
"A","B","H22",0.900891289814521
"A","B","H23",0.904544524233639
"A","B","H3",0.923517534621025
"A","B","I10",0.735332336294646
"A","B","I11",0.836420665701901
"A","B","I12",0.92791691753346
"A","B","I13",0.489811839275
"A","B","I14",0.918530003133722
"A","B","I15",0.969119333738535
"A","B","I16",0.951505456960591
"A","B","I17",0.889056430239982
"A","B","I18",0.861944552044669
"A","B","I20",0.907783004019006
"A","B","I21",0.883692081533588
"A","B","I22",0.899936563383388
"A","B","I23",0.872930696345741
"A","B","I24",0.845023269299998
"A","B","I8",0.830287087973331
"A","B","J1",0.910662357725735
"A","B","J10",0.901475313137618
"A","B","J11",0.827557397330308
"A","B","J3",0.931473006844241
"A","B","J4",0.886232279017429
"A","B","J5",0.932146797614056
"A","B","J6",0.888152148500753
"A","B","J7",0.870542987757605
"A","B","J8",0.95208883659478
"A","B","J9",0.885143475657615
"A","B","K20",0.943852471144887
"A","B","K21",0.669535664566812
"A","B","K22",0.856082127954484
"A","B","K23",0.704144287467145
"A","B","K24",0.931490225306656
"A","B","L10",0.894487775709871
"A","B","L11",0.930572074614446
"A","B","L12",0.795816146605464
"A","B","L13",0.782626873735866
"A","B","L14",0.955675980510342
"A","B","L17",0.796955614456774
"A","B","L2",0.935912802493939
"A","B","L3",0.937250323633836
"A","B","L4",0.963103675850643
"A","B","L5",0.843041732639393
"A","B","L6",0.864045352752722
"A","B","L8",0.931787775258537
"A","B","L9",0.923754223452091
"A","B","M1",0.936556144647574
"A","B","M2",0.95479384835964
"A","B","M22",0.93639765121502
"A","B","M23",0.923671373827604
"A","B","M24",0.874328313668524
"A","B","M3",0.733936787643903
"A","B","M4",0.867438159323068
"A","B","M5",0.887665528852804
"A","B","M6",0.864414582062921
"A","B","N13",0.937651403474068
"A","B","N14",0.963573985771153
"A","B","N15",0.958692444273109
"A","B","N16",0.986276826400285
"A","B","N17",0.904579500853926
"A","B","N18",0.988442057152937
"A","B","N19",0.903364467603331
"A","B","N20",0.972719906753109
"A","B","N21",0.924137240879354
"A","B","N22",0.85144863243996
"A","B","N23",0.922309276476366
"A","B","N24",0.897526795553074
